song_name,artist,release,lyrics,thumbnail,album,genre,link
Ishq Slow Slow,Ramji Gulati,2018,Dil yeh mera bas teri maane Main kuchh keh du toh munh bana le Pyaar mein tere itna deewana Bas chaahta hai tujhko hi paana  Kaise samjhaaun is paagal dil ko Yeh karta hai nadaaniyan  Mera ishq slow slow Ho raha hai over flow Mera ishq slow slow Ho raha over flow  Mera ishq slow slow Ho raha hai over flow Mera ishq slow slow Ho raha over flow  Kaise main bataaun kitna tujhe chaahun Aankhein band karloon phir bhi tujhe paaun Dil khud ko bhula ke tujhe yaad hai karta Teri khaatir khud se bhi hai ladta  Kaise samjhaaun is paagal dil ko Yeh karta hai nadaaniyan  Mera ishq slow slow Ho raha hai over flow Mera ishq slow slow Ho raha over flow  Zara nazar ghuma le mast sama hai Tere liye hi jannat yahaan hai Leharaati lehre behti yeh hawaayein Tere sur mein hi gun gunaaye Tu hi samjha de is paagal dil ko Yeh karta hai mannmaaniyan  Mera ishq slow slow Ho raha hai over flow Mera ishq slow slow Ho raha over flow  Mera ishq slow slow Ho raha hai over flow Mera ishq slow slow Ho raha over flow,https://i.ytimg.com/vi/9C_ut6tJ0g4/hqdefault.jpg,Jack & Dil (Original Motion Picture Soundtrack),Unknown,https://www.youtube.com/results?search_query=Ishq%20Slow%20Slow%20Ramji%20Gulati
Vashmalle,"Sukhwinder Singh, Vishal Dadlani",2018,"(Are ra ra…)  Raat paune barah pe daal ke sharara Baghdad se mangayi raat hai  Haal se malangi hai chaal se firangi Shaitaan ki lugaai raat hai  Iski ada mein kohinoor ka jamaal hai Shauqeen hai mijaaz se miyan kamaal hai Angoor ke nichod mein naha ke aayi hai Mauqe ka fayeda utha le…  Are ra ra… Hud-dang mache shor mache halle Ay are ra ra… Jab tak na dhale raat jashan karle Haan thirak thirak thirak thirak jhoom le Vashmalle, vashmalle Vashmalle yaara vashmalle [x2]  Qaazi bole peena paap hai Lekin apni tabiyat madira-chaap hai Na bandhu na sakha, apna kaun sagaa Ik saaqi hi maai baap hai  Pee ke Fanney Khan ban jaayenge Gaana aata na ho phir bhi gaayenge Sur behaal toh kya Chhoote taal toh kya Itni bhool chook maaf hai  Sooraj ko doobne se pehle hi salaam hai Hoti peeyakkadon ki dopahar bhi shaam hai Gustakh josh ne zara tangdi jo maar di Dekho zameen pe hosh gir pada dhadam hai  Are ra ra… Hud-dang mache shor mache halle Ay are ra ra… Jab tak na dhale raat jashan karle Haan thirak thirak thirak thirak jhoom le Vashmalle, vashmalle Vashmalle yaara vashmalle [x2]",https://i.ytimg.com/vi/EiTq3hGR3-Y/hqdefault.jpg,Thugs of Hindostan - Hindi,"marathi pop, bollywood, hindi pop, devotional, bhajan",https://www.youtube.com/results?search_query=Vashmalle%20Sukhwinder%20Singh%2C%20Vishal%20Dadlani
Suraiyya,"Vishal Dadlani, Shreya Ghoshal",2018,"Tu hai sautan mem ki Pathshala prem ki Hum angootha chhaap Imtehaan legi kya  Tu hai sautan mem ki Pathshala prem ki Hum angootha chhaap Imtehaan legi kya  Dhadkano ki chaal pe Iss keharwa taal pe Le chuki aalaap Uspe taan legi kya  Suraiyya jaan legi kya Suraiyya jaan legi kya  Suraiyya bas kar, bas kar yaar Suraiyya jaan legi kya Suraiyya-jaan meri jaan Meri jaan legi kya Suraiyya jaan legi kya  Haaye ghar Suraiyya-jaan ke Sar jhuka ke aaye ho De chuki hai darshan Ab parshaad degi kya  Ghar Suraiyya-jaan ke Sar jhuka ke aaye ho De chuki hai darshan Ab parshaad degi kya  Sabka dil behla chuki Thumriya bhi gaa chuki Baandh ke ab saath mein Aulaad degi kya  Suraiyya jaan degi kya Suraiyya jaan degi kya  Suraiyya bas kar, bas kar yaar Suraiyya jaan legi kya Suraiyya-jaan meri jaan Meri jaan legi kya Nahi toh jaan degi kya  Hoye meri nazron mein sab ek hai Meri nazron mein sab ek hai Kya General kya sipahiyya Sab ke dil mein khushfehmi hai Wo hi hai mera saiyyaan  Haan do pal ki gustaakhi toh Haste haste deti hai Mohabbat ka darja, haan Suraiyya  Arey arey arey Kal ko upar jaana hai Jaake munh dikhana hai Thoda toh sudhar ja Suraiyya  Arey bas bhi kar Suraiyya Rab se darr Suraiyya Hai dil tera ya patthar Suraiyya  Saari jaaydaat aur mehakme Likh diye hai inhone tere haq mein Inn thago se, inn thago se, inn thago se Ab tu Hindostan legi kya…  (La la la la lalla la la)  Suraiyya jaan legi… haan!",https://i.ytimg.com/vi/vwm_gOZkyM4/hqdefault.jpg,Thugs of Hindostan - Hindi,"marathi pop, bollywood, hindi pop, devotional, bhajan",https://www.youtube.com/results?search_query=Suraiyya%20Vishal%20Dadlani%2C%20Shreya%20Ghoshal
Manzoor-e-Khuda,"Shreya Ghoshal, Sunidhi Chauhan, Sukhwinder Singh, Ajay Gogavale",2018,Baba lauta de mohey gudiya mori Angana ka jhoolna bhi Imli ki daar waali muniya mori Chandi ka painjna bhi  Ik haath mein chingariyan Ik haath mein saaz hai Hansne ki hai aadat humein Har gham pe bhi naaz hai  Aaj apne tamaashe pe mehfil ko Karke rahenge fida Jab talak na karein jism se jaan Hogi nahi ye juda  Manzoor-e-Khuda Manzoor-e-Khuda Anjaam hoga humara jo hai Manzoor-e-Khuda Manzoor-e-Khuda (Manzoor-e-Khuda) Manzoor-e-Khuda (Manzoor-e-Khuda) Toote sitaaron se roshan huaa hai Noor-e-Khuda  Ho chaar din ki ghulami Jism ki hai salaami Rooh toh muddaton se aazaad hai Ho.. hum nahin hain yahan ke Rehne wale jahaan ke Woh sheher aaasman mein aabaad hai  Ho khilte hi ujadna hai Milte hi bichhadna hai Apni toh kahaani hai yeh  Kaagaz ke shikaare mein Dariya se guzarna hai Aisi zindagaani hai yeh  Zindagani ka humpe jo hai karz Kar ke rahenge adaa Jab talak na karein jism se jaan Hogi nahi ye juda  Manzoor-e-Khuda Manzoor-e-Khuda Anjaam hoga humara jo hai Manzoor-e-Khuda Manzoor-e-Khuda (Manzoor-e-Khuda) Manzoor-e-Khuda (Manzoor-e-Khuda) Toote sitaaron se roshan huaa hai Noor-e-Khuda  Baba lauta de mohey gudiya mori Angana ka jhoolna bhi Imli ki daar waali muniya mori Chandi ka painjna bhi  Amitabh Bachchan Dialogue Aazaadi hai gunaah Toh qubool hai sazaa Ab toh hoga wohi Jo hai Manzoor-e-Khuda,https://i.ytimg.com/vi/h--itzp_dVo/hqdefault.jpg,Unknown,Unknown,https://www.youtube.com/results?search_query=Manzoor-e-Khuda%20Shreya%20Ghoshal%2C%20Sunidhi%20Chauhan%2C%20Sukhwinder%20Singh%2C%20Ajay%20Gogavale
Lori,Amitabh Bachchan,2018,Maa maa... Lauta de mohey Gudiya mori angana  Angana mein jhoolna bhi Imli ki daar waali Muniya mori Pairon ka painjna bhi  Ae aa...,https://i.ytimg.com/vi/n4iCp2GLlOU/hqdefault.jpg,Lori - Thugs of Hindostan,"marathi pop, bollywood, hindi pop, devotional, bhajan",https://www.youtube.com/results?search_query=Lori%20Amitabh%20Bachchan
Soch Mein Antar,"Udit Narayan, Madhushree",2018,"Soch mein antar koi nahi Phir rai mein antar kyun hai  Hum jisko kahte hai yun hai Wo kahte hai kyun hai  Soch mein antar koi nahi Phir rai mein antar kyun hai  Hum jisko kahte hai yun hai Wo kahte hai kyun hai  Mujhko lagta hai ki Sidhi upar jaati hai Upar dekh ke kahte hai Wo niche aati hai  Soch mein antar koi nahi Phir rai mein antar kyun hai  Hum jisko kahte hai yun hai Wo kahte hai kyun hai  Soch mein antar koi nahi Phir rai mein antar kyun hai  Hum jisko kahte hai yun hai Wo kahte hai kyun hai  Shanti Shanti  Haa bin dekhe hi kah dete hai Aaksh bada neela hai Haa baadal dekh ke main bola tha Aaj bada geela hai  Soch mein antar koi nahi  Man mein hogi baat koi jo Unki sir se nikli  Man mein hogi baat koi jo Unki sir se nikli  Santi, santi sunti thi wo Saath ke ghar se nikli  Are pothe choo ke batlaate hai Paalak ya sarsoo hai  Raahu ke tu chandra kahan kya Kaal sani bin hai Panchang ko dekh ke batlaati hai Raat hai ya din hai  Are kal ka vrat batlaade to kahti hai Parso hai  Soch mein antar koi nahi Phir rai mein antar kyun hai Hum jisko kahte hai yun hai Wo kahte hai kyun hai  Soch mein antar koi nahi Phir rai mein antar kyun hai Hum jisko kahte hai yun hai Wo kahte hai kyun hai",https://i.ytimg.com/vi/26FSFEayQOs/hqdefault.jpg,Mohalla Assi (Original Motion Picture Soundtrack),"bollywood, hindi pop, desi",https://www.youtube.com/results?search_query=Soch%20Mein%20Antar%20Udit%20Narayan%2C%20Madhushree
Ganga Re Kabhi,"Sukhwinder Singh, Manoj Mishra, Ajay Jairam",2018,Ganga Re Kabhi Thahro Bhi Kanhi Ganga Re Kabhi Thahro Bhi Kanhi Kyun Kanni Kaat ke Jaati Hoo..  Ruk Jao Kabhi Ruk Jao Yanhi Ruk Jao Kabhi Ruk Jao Yanhi Kyun Kanni Kaat Ke Jaati Hoo..  Ganga Re Kabhi Thahro Bhi Kanhi Ganga Re Kabhi Thahro Bhi Kanhi Kyun Kanni Kaat ke Jaati Hooo.. Ruk Jao Kabhi Ruk Jao Yanhi Ruk Jao Kabhi Ruk Jao Yanhi Kyun Kanni Kaat Ke Jaati Hooo..  Jai Gange... Har Har Gange...  Assi Ka Mahohaala Jor Ka Hai Or Duniya Bhar Ke Shor Ka Hai Pappu Ki Dukaan Din Raat Wanha Pappu Ki Dukaan Din Raat Wanha Akhbaron Ki Aag Khabron Ka Dhuan Jo Baith Gaya Wo Chipak Gaya Jo Chipka Wanha Hat Ta Hee Nahi Jo Baith Gaya Wo Chipak Gaya Jo Chipka Wanha Hat Ta Hee Nahi..  Ganga Re Kabhi Thahro Bhi Kanhi Ganga Re Kabhi Thahro Bhi Kanhi Kyun Kanni Kaat ke Jaati Hooo..  Ganga...Ganga....Ganga...  Kanhi Punya Paap Kanhi Mantra Jaap Koi Raj Rog Koi Tan Ka Taap Pani Mai Bahane Aaya Hai Koi Dhooni Ramane Aaya Hai Pani Mai Bahane Aaya Hai Koi Dhooni Ramane Aaya Hai  Har Har Mahadev Bikta Hai...  Jab Ghaat Pai Aakar Hath Lage Hari Bol Bol Hari Sunta Hai Hari Bol Bol Hari SUnta Hai Jab Peeth Se Jakar Khaat Lage Har Varg Ka Swarg Milta Hai Yanhi Ruk Jao Kbhi Ruk Jao Yanhi Ganga... Ganga Maiya...  Ganga Re Kabhi Thahro Bhi Kanhi Kyun Kanni Kaat ke Jaati Ho,https://i.ytimg.com/vi/29a642EGpGc/hqdefault.jpg,Mohalla Assi (Original Motion Picture Soundtrack),Unknown,https://www.youtube.com/results?search_query=Ganga%20Re%20Kabhi%20Sukhwinder%20Singh%2C%20Manoj%20Mishra%2C%20Ajay%20Jairam
Tu Hi Re,"Armaan Malik, Shashaa Tirupati",2018,"Hey tu hi re, tu hi re, battery hai Saanson ki tu bijli Hey tu hi re, tu hi re, battery hai Discharge na hona kabhi  Sun to mechanical sundariye Tere hi current se main jaaga priye Dil mein utar gayi data jaise Hey my digital soniye  Chhu loon tere silicon gaal kabhi Firewall jaise roke baal kabhi Wifi se duniya ki sair karein Hoon super-conductor main  Hey tu hi re, tu hi re, battery hai Saanson ki tu bijli Hey tu hi re, tu hi re, battery hai Discharge na hona kabhi  Hey tu hi re, tu hi re, battery hai Saanson ki tu bijli Hey tu hi re, tu hi re, battery hai Discharge na hona kabhi  Sun to mechanical sundariye Tere hi current se main jaaga priye Dil mein utar gayi data jaise Hey my digital soniye  Woh sensor hai jis'se jaage ehsaas Woh cable jis'se ho energy pass Hai disc tu aur hai drive bhi tu Woh software jis'se bujhe meri pyaas  Tere RAM se CPU dhadke Aa login kar le, bina password ke (Aha ha ha) Electromagnetic rishte mein Yeh love-shove kahaan se aa gaya  Alfa tu alfa shuruaat meri Mega oh mega tu hi aakhiri Love you from zero to infinity  Hey tu hi re, tu hi re, battery hai Saanson ki tu bijli Hey tu hi re, tu hi re, battery hai Discharge na hona kabhi  Hey tu hi re, tu hi re, battery hai Saanson ki tu bijli Hey tu hi re, tu hi re, battery hai Discharge na hona kabhi  Sun to mechanical sundariye Tere hi current se main jaaga priye Dil mein utar gayi data jaise Hey my digital soniye  Chhu loon tere silicon gaal kabhi Firewall jaise roke baal kabhi Wifi se duniya ki sair karein Hoon super-conductor main  Hey tu hi re, tu hi re, battery hai Saanson ki tu bijli Hey tu hi re, tu hi re, battery hai Discharge na hona kabhi  Hey tu hi re, tu hi re, battery hai Saanson ki tu bijli Hey tu hi re, tu hi re, battery hai Discharge na hona kabhi",https://i.ytimg.com/vi/letQALA-uus/hqdefault.jpg,Unknown,Unknown,https://www.youtube.com/results?search_query=Tu%20Hi%20Re%20Armaan%20Malik%2C%20Shashaa%20Tirupati
Rakshassi,"Blaaze, Kailash Kher, Nakash Aziz",2018,Rakshassi yeh pakshi Jalake manayenge diwali (hey) Anadi khiladi  Narak mein teri jagah khali  Maaro (hey) ek ande se Nikala bura sapana hai Bas (hey) us ande ko Buraji banake khayenge  Jagi jagi jagi jagi satarangi Sar per chadke atarangi Jagi jagi jagi jagi satarangi Srirama ka hoon main bhajarangi Yeah Jagi jagi jagi jagi satarangi Sar per chadke atarangi Jagi jagi jagi jagi satarangi Srirama ka hoon main bhajarangi Puti puti puti lilliputti Band karlonge tumhe mutti Puti puti puti lilliputti Band karlonge tumhe mutti  Rakshassi yeh pakshi Jalake manayenge diwali (hey) Anadi khiladi Narak mein teri jagah khali  Maaro (hey) ek ande se Nikala bura sapana hai Bas (hey) us ande ko Buraji banake khayenge  Ho hoye gasito chalo Ho hoye gasito chalo Maaro es pakshi ko,https://i.ytimg.com/vi/wJ1eb_zkb5Q/hqdefault.jpg,2.0 (Hindi) [Original Motion Picture Soundtrack],"telugu pop, tollywood, tamil pop, kollywood",https://www.youtube.com/results?search_query=Rakshassi%20Blaaze%2C%20Kailash%20Kher%2C%20Nakash%20Aziz
Nanhi Si Jaan,"Kailash Kher, A. R. Ameen, Suzanne D'Mello",2018,Ooooo aeee oooooo  Nanhi si jaan Ooo oh Nanhi si jaan Geet tumhare yun Gunje sada Pyari si jaan Oh ho pyari si jaan Rab se hai meri Yeh dua...  Lakeer oh se Sarhad do se Masoom ramzan Kata nahi bata nahi Tumne aasman Har sankh ka har patta Tumhara hai Sari duniya ko Swarg se nikhara hai Gaya mera dil Sang tumhare panchiyon Dil uddna chahe Saath tumhare panchiyon Mujhko apni Parro pe tu bitha kar Chal chal chal chal Iss zameen se chal Chal chal chal Badalon mein chal  Subah ki pehli kirne Jage tumhare pankho mein Shaam ko tum so jao Samapt kar shaam ko mil Aasman ke canvas par Jise karta chita khole Uddna mujhe bhi siklado Aur nahi mera mitra koi Nanhi si jaan Nanhi si jaan Ki tumhare gunje sadahi  Nanhi si jaan Oo oh Nanhi si jaan Geet tumhare yun Gunje sada Oo oh Pyari si jaan oo Oh ho pyari si jaan  Rab se hai meri Yeh dua.. Rab se hai meri Yeh dua.. Rab se hai meri Yeh dua.. Rab se hai meri Yeh dua..,https://i.ytimg.com/vi/MBrAY6GgU5k/hqdefault.jpg,2.0 (Hindi) [Original Motion Picture Soundtrack],"sufi, bhajan, bollywood, qawwali, hindi pop",https://www.youtube.com/results?search_query=Nanhi%20Si%20Jaan%20Kailash%20Kher%2C%20A.%20R.%20Ameen%2C%20Suzanne%20D%27Mello
Namo Namo,Amit Trivedi,2018,Jai ho jai ho Shankara (Bholenath Shankara) Aadi dev Shankara (Hey Shivay Shankara) Tere jaap ke bina (Bholenath Shankara) Chale ye saans kis tarah (Hey Shivay Shankara)  Mera karm tu hi jaane Kya bura hai kya bhalaa Tere raaste pe main toh Aankh moond ke chalaa  Tere naam ki jot ne Saara har liya tamas mera  Namo namo ji Shankara Bholenath Shankara Hey Triloknath Shambhu Hey Shivay Shankara  Namo Namo ji Shankara Bholenath Shankara Rudradev hey Maheshvara  Srishti ke janam se bhi (O o..) Pehle tera vaas tha (O o..) Ye jag rahe ya naa rahe (O o..) Rahegi teri aastha (O o..)  Kya samay.. kya pralay Dono mein teri mahaanta Mahaanta.. mahaanta..  Seepiyon ki ontt main (Bholenath Shankara) Motiyan ho jis tarah (Hey Shivay Shankara) Mere mann mein Shankara (Bholenath Shankara) Tu basa hai uss tarah (Hey Shivay Shankara)  Mujhe bharam tha jo hai mera Tha kabhi nahin mera Arth kya nirarth kya Jo bhi hai sabhi tera Tere saamne hai jhuka Mere sar pe haath rakh tera  Namo Namo ji Shankara Bholenath Shankara Hey Triloknath Shambhu Hey Shivay Shankara  Namo namo ji Shankara Bholenath Shankara Rudradev hey Maheshvara  Chandrama lalaat pe Bhasm hai bhujaaon mein Vastra baagh chhaal ka Hai khadau paanv mein  Pyaas kya ho tujhe Ganga hai teri jataaon mein Jataaon mein Jataaon mein  Doosron ke waaste (Bholenath Shankara) Tu sadaive hi jiya (Hey Shivay Shankara) Maanga kuch kabhi nahi (Bholenath Shankara) Tune sirf hai diya (Hey Shivay Shankara)  Samudra manthan ka tha samay jo aa pada Dwand dono lok me vishamrit pe tha chida Amrit sabhi main baant ke Pyaala vish ka tune khud piya  Namo Namo ji Shankara Bholenath Shankara Hey Triloknath shambhu Hey Shivay Shankara  Namo namo ji Shankara Bholenath Shankara Rudradev hey Maheshvara  Namo Namo ji Shankara Bholenath Shankara Hey Triloknath shambhu Hey Shivay Shankara  Namo namo ji Shankara Bholenath Shankara Rudradev hey Maheshvara Rudradev hey Maheshvara Rudradev hey Maheshvara,https://i.ytimg.com/vi/dx4Teh-nv3A/hqdefault.jpg,Kedarnath (Original Motion Picture Soundtrack),"bollywood, hindi pop, gujarati garba, desi",https://www.youtube.com/results?search_query=Namo%20Namo%20Amit%20Trivedi
Sweetheart,Dev Negi,2018,"Oh… ho.. haaye…  Do nain sitaare hai chand sa mukhda Kya kehna uska, Afreen! Daawat mein jaise ho shahi tukda Uske jaisi na koi nazneen  Shahi joda pehan ke Aayi jo ban-thann ke Wahi toh meri sweetheart hai Sharmaaye si bagal mein Jo baithi hai dulhan ke Wahi toh meri sweetheart hai  Shahi joda pehan ke Aayi jo ban-thann ke Wahi toh meri sweetheart hai Sharmaaye si bagal mein Jo baithi hai dulhan ke Wahi toh meri sweetheart hai  Kaise main kahun shukriya Uska mujhpe ehsaan hai Naacheezon ki basti mein wo Jo banke aayi mehmaan hai  Kaise main kahun shukriya Uska mujhpe ehsaan hai Naacheezon ki basti mein wo Jo banke aayi mehmaan hai  Lagta hai shaadi ghar mein Uske aane se jaise Chal ke aayi hai khushkismati  Sari mehfil ki woh jaan bani hai Kya kehna uska, Afreen! Muflis ke dil ka armaan bani hai Uske jaisi na koi nazneen . Shahi joda pehan ke Aayi jo ban-thann ke Wahi toh meri sweetheart hai Sharmaaye si bagal mein Jo baithi hai dulhan ke Wahi toh meri sweetheart hai  Ho…  Shahi joda pehan ke Aayi jo ban-thann ke Wahi toh meri sweetheart hai Sharmaaye si bagal mein Jo baithi hai dulhan ke Wahi toh meri sweetheart hai  Wah wah ji Wah wah kya baat hai! Wah wah ji Wah wah kya baat hai!",https://i.ytimg.com/vi/58r8MDf5sxQ/hqdefault.jpg,Kedarnath (Original Motion Picture Soundtrack),"bollywood, hindi pop, gujarati garba, desi",https://www.youtube.com/results?search_query=Sweetheart%20Dev%20Negi
Qaafirana,"Arijit Singh, Nikhita Gandhi",2018,"Inn waadiyon mein takra chuke hai Humse musafir yun toh kayi Dil na lagaya humne kisi se Qisse sune hai yun toh kayi  Aise tum mile ho Aise tum mile ho Jaise mil rahi ho itr se hawa Qaafirana sa hai Ishq hai ya kya hai  Aise tum mile ho Aise tum mile ho Jaise mil rahi ho itr se hawa Qaafirana sa hai Ishq hai ya kya hai  Khamoshiyon mein boli tumhari Kuchh iss tarah goonjti hai Kaano se mere hote huye wo Dil ka pata dhoondhti hai Beswadiyon mein, beswadiyon mein Jaise mil raha ho koi zayka  Qaafirana sa hai Ishq hai ya kya hai  Aise tum mile ho Aise tum mile ho Jaise mil rahi ho itr se hawa Qaafirana sa hai Ishq hai ya kya hai…  La la la… Aah ha aah ha…  Godhi mein pahadiyon ki Ujli dopahri guzarna Haaye haaye tere saath mein, acha lage Sharmeeli akhiyon se tera Meri nazrein utaarna Haaye haaye har baat pe, acha lage  Dhalti huyi shaam ne bataya hai Ki door manzil pe raat hai Mujhko tasalli hai yeh Ki hone talak raat hum dono saath hai  Sang chal rahe hai Sang chal rahe hai Dhoop ke kinaare chhaaon ki tarah Qaafirana sa hai Ishq hai ya kya hai  Hmm… aise tum mile ho Aise tum mile ho Jaise mil rahi ho itr se hawa Qaafirana sa hai Ishq hai ya kya hai…",https://i.ytimg.com/vi/ZmcBC9-wAXM/hqdefault.jpg,Kedarnath (Original Motion Picture Soundtrack),"bollywood, hindi pop, gujarati garba, desi",https://www.youtube.com/results?search_query=Qaafirana%20Arijit%20Singh%2C%20Nikhita%20Gandhi
Jaan 'Nisaar,Arijit Singh,2018,Na maaregi deewangi meri Na maaregi awaargi meri Ki maaregi zyada mujhe maut se Naraazgi teri  Kyun itna huaa hai tu khafa Hai zidd kis baat ki teri Ki maaregi zyada mujhe maut se Naraazgi teri  Jaan 'nisaar hai Jaan nisaar Tere pyaar pe mere yaar Jaan nisaar hai... mmm…  Duniya zamaane se Rishte mitaaye hain Tujhse hi yaari hai humari Ik baar toh aa  Maine nibhaya hai Karke dikhaaya hai Le teri baari Ik vaari tu bhi pyar nibha  Tu bhi pyaar nibha o yaara Teri berukhi se hai badi Umar intezaar ki meri Ki maaregi zyada mujhe maut se Naraazagi teri  Kyun itna huaa hai tu khafa Hai zidd kis baat ki teri Ki maaregi zyada mujhe maut se Naraazgi teri  Jaan 'nisaar hai Jaan nisaar Tere pyaar pe mere yaar Jaan nisaar hai Jaan nisaar Tere pyaar pe mere yaar Jaan nisaar hai... mmm…,https://i.ytimg.com/vi/vdbP_3o73qI/hqdefault.jpg,Kedarnath (Original Motion Picture Soundtrack),"bollywood, hindi pop, gujarati garba, desi",https://www.youtube.com/results?search_query=Jaan%20%27Nisaar%20Arijit%20Singh
